株ID,株名,配当金（一株あたり）,配当金支払い日,資本金,従業員数,タイプ（大・中・小）,書類（日・米・欧）
2067,欧州株2067,192,7月7日,99584934901,2058,中,欧
2068,欧州株2068,120,8月28日,20159633672,1839,中,欧
2069,欧州株2069,241,7月17日,20303348239,3140,大,欧
2070,欧州株2070,63,10月31日,39731317426,3055,大,欧
2071,欧州株2071,229,3月26日,89458591926,3376,大,欧
2072,欧州株2072,190,9月10日,59374965648,4042,大,欧
2073,欧州株2073,199,2月3日,45025730456,3157,大,欧
2074,欧州株2074,24,2月14日,35992631703,3746,大,欧
2075,欧州株2075,115,10月7日,39333724422,4501,大,欧
2076,欧州株2076,279,7月22日,29864085380,4167,大,欧
2077,欧州株2077,25,3月22日,99447999952,685,小,欧
2078,欧州株2078,299,5月13日,72657248774,2835,中,欧
2079,欧州株2079,76,4月2日,66606823035,1686,中,欧
2080,欧州株2080,287,4月25日,79442586361,975,小,欧
2081,欧州株2081,61,10月21日,53206074177,824,小,欧
2082,欧州株2082,53,5月13日,2382393566,2595,中,欧
2083,欧州株2083,296,8月18日,21846193369,4807,大,欧
2084,欧州株2084,196,7月24日,69316243386,2377,中,欧
2085,欧州株2085,286,6月28日,11680155100,725,小,欧
2086,欧州株2086,147,11月21日,78322976330,2158,中,欧
2087,欧州株2087,126,12月11日,43944461955,2862,中,欧
2088,欧州株2088,160,8月28日,19191375881,1299,中,欧
2089,欧州株2089,220,11月20日,9685907714,3620,大,欧
2090,欧州株2090,121,9月29日,79233993160,3435,大,欧
2091,欧州株2091,247,6月10日,5713692259,3406,大,欧
2092,欧州株2092,172,1月26日,71257794077,1914,中,欧
2093,欧州株2093,255,5月3日,81764676158,3724,大,欧
2094,欧州株2094,293,5月12日,64664547796,939,小,欧
2095,欧州株2095,271,5月21日,4704483364,397,小,欧
2096,欧州株2096,19,9月4日,86600941921,4922,大,欧
2097,欧州株2097,67,9月5日,99768341101,2618,中,欧
2098,欧州株2098,77,7月6日,13966415772,4429,大,欧
2099,欧州株2099,154,7月15日,80645066128,2274,中,欧
2100,欧州株2100,133,12月19日,46302382368,1116,中,欧
2101,欧州株2101,174,12月17日,77031137459,1413,中,欧
2102,欧州株2102,118,11月29日,13978591970,3849,大,欧
2103,欧州株2103,128,10月7日,54039448585,4216,大,欧
2104,欧州株2104,280,12月29日,8071611182,2407,中,欧
2105,欧州株2105,185,2月4日,60251827868,3549,大,欧
2106,欧州株2106,269,2月27日,17078341147,2838,中,欧
2107,欧州株2107,164,2月28日,66965505714,55,小,欧
2108,欧州株2108,287,11月28日,37786754485,4348,大,欧
2109,欧州株2109,251,1月3日,66422765745,4375,大,欧
2110,欧州株2110,15,7月1日,79554334309,4254,大,欧
2111,欧州株2111,45,7月23日,49305911376,3545,大,欧
2112,欧州株2112,249,5月3日,69674927555,1275,中,欧
2113,欧州株2113,285,10月7日,79348822873,1380,中,欧
2114,欧州株2114,115,4月17日,65989342125,413,小,欧
2115,欧州株2115,66,9月24日,93790414304,536,小,欧
2116,欧州株2116,69,7月26日,89414771825,3330,大,欧
2117,欧州株2117,85,11月19日,13730386335,1406,中,欧
2118,欧州株2118,202,11月22日,93549073743,3004,大,欧
2119,欧州株2119,210,7月31日,96890163481,1841,中,欧
2120,欧州株2120,112,12月25日,49116210783,2146,中,欧
2121,欧州株2121,229,12月19日,90081943936,3461,大,欧
2122,欧州株2122,83,10月21日,46208758953,3376,大,欧
2123,欧州株2123,247,4月17日,21782987762,4536,大,欧
2124,欧州株2124,284,11月21日,29163561346,2546,中,欧
2125,欧州株2125,197,2月26日,51789803498,1909,中,欧
2126,欧州株2126,227,4月16日,36634550108,4331,大,欧
2127,欧州株2127,211,2月2日,49147852794,3707,大,欧
2128,欧州株2128,73,5月25日,4382416471,3374,大,欧
2129,欧州株2129,17,9月11日,46736326696,4818,大,欧
2130,欧州株2130,252,6月25日,73299165689,2042,中,欧
2131,欧州株2131,288,12月31日,50870628613,893,小,欧
2132,欧州株2132,240,2月25日,63419760424,4679,大,欧
2133,欧州株2133,14,7月22日,59662386804,1310,中,欧
2134,欧州株2134,111,2月4日,49374090285,1348,中,欧
2135,欧州株2135,250,6月21日,5823365943,4013,大,欧
2136,欧州株2136,123,5月26日,79130371758,2877,中,欧
2137,欧州株2137,23,7月22日,12322072015,431,小,欧
2138,欧州株2138,148,9月24日,62300148904,1364,中,欧
2139,欧州株2139,109,6月2日,18749424561,3334,大,欧
2140,欧州株2140,114,8月30日,29005502763,506,小,欧
2141,欧州株2141,240,9月23日,93366451753,2373,中,欧
2142,欧州株2142,75,6月29日,26522321394,3819,大,欧
2143,欧州株2143,200,4月12日,15527819141,2157,中,欧
2144,欧州株2144,235,1月29日,33021332192,4958,大,欧
2145,欧州株2145,182,12月14日,43241582758,1462,中,欧
2146,欧州株2146,247,12月24日,39448380012,311,小,欧
2147,欧州株2147,207,11月22日,38243780754,3939,大,欧
2148,欧州株2148,273,4月16日,38905637063,3014,大,欧
2149,欧州株2149,275,3月22日,61245247701,1989,中,欧
2150,欧州株2150,256,5月9日,1566908195,2067,中,欧
2151,欧州株2151,116,1月22日,42121971238,367,小,欧
2152,欧州株2152,205,3月21日,71080443139,4970,大,欧
2153,欧州株2153,62,6月26日,64344998368,784,小,欧
2154,欧州株2154,45,10月13日,75445497080,1487,中,欧
2155,欧州株2155,16,5月19日,6344143728,506,小,欧
2156,欧州株2156,141,8月11日,95375470601,1612,中,欧
2157,欧州株2157,41,8月8日,38680108834,1642,中,欧
2158,欧州株2158,205,10月9日,78545247747,917,小,欧
2159,欧州株2159,52,10月11日,28442412314,541,小,欧
2160,欧州株2160,176,9月9日,18101433704,1738,中,欧
2161,欧州株2161,214,8月15日,50399938318,3142,大,欧
2162,欧州株2162,87,1月7日,63531508373,4740,大,欧
2163,欧州株2163,197,5月26日,59406669773,3577,大,欧
2164,欧州株2164,277,5月26日,44479890161,482,小,欧
2165,欧州株2165,212,3月29日,73402532936,3721,大,欧
2166,欧州株2166,69,2月17日,66344627525,899,小,欧
2167,欧州株2167,58,10月30日,3614541186,4694,大,欧
2168,欧州株2168,88,6月4日,64219735921,735,小,欧
2169,欧州株2169,38,8月19日,97697560398,1725,中,欧
2170,欧州株2170,47,8月16日,13449736624,1756,中,欧
2171,欧州株2171,238,5月1日,80867337544,1034,中,欧
2172,欧州株2172,65,10月28日,33093384846,2178,中,欧
2173,欧州株2173,183,10月21日,75941195282,2130,中,欧
2174,欧州株2174,85,11月26日,30185931527,2597,中,欧
2175,欧州株2175,94,10月7日,96577950368,3742,大,欧
2176,欧州株2176,210,9月23日,39264321233,3032,大,欧
2177,欧州株2177,225,3月22日,52431720413,2216,中,欧
2178,欧州株2178,255,1月15日,6423145805,2835,中,欧
2179,欧州株2179,165,12月5日,55338661316,4853,大,欧
2180,欧州株2180,211,8月17日,36696812307,3694,大,欧
2181,欧州株2181,36,10月3日,53213768223,4685,大,欧
2182,欧州株2182,271,6月15日,80063240221,3475,大,欧
2183,欧州株2183,280,6月3日,46496178619,510,小,欧
2184,欧州株2184,43,6月24日,60724989004,4985,大,欧
2185,欧州株2185,298,8月15日,66139826841,1631,中,欧
2186,欧州株2186,131,2月27日,55727188490,1131,中,欧
2187,欧州株2187,53,9月20日,34779944544,4348,大,欧
2188,欧州株2188,110,7月25日,48918967455,2743,中,欧
2189,欧州株2189,41,7月12日,19086143567,2031,中,欧
2190,欧州株2190,167,1月7日,94614544739,1217,中,欧
2191,欧州株2191,203,5月24日,88528020259,1838,中,欧
2192,欧州株2192,107,9月23日,37489364895,1652,中,欧
2193,欧州株2193,152,2月24日,16518634641,3987,大,欧
2194,欧州株2194,132,10月24日,32999761431,3515,大,欧
2195,欧州株2195,219,5月6日,13119680726,1853,中,欧
2196,欧州株2196,228,10月10日,16034847827,3951,大,欧
2197,欧州株2197,276,2月25日,62943942733,1158,中,欧
2198,欧州株2198,234,10月29日,33027152674,4958,大,欧
2199,欧州株2199,190,10月31日,32109187910,4460,大,欧
2200,欧州株2200,255,5月24日,55250179804,2725,中,欧
2201,欧州株2201,15,10月16日,18421807537,1232,中,欧
2202,欧州株2202,237,4月17日,86250102404,3043,大,欧
2203,欧州株2203,71,3月24日,61824331213,1328,中,欧
2204,欧州株2204,262,7月7日,55773635857,214,小,欧
2205,欧州株2205,18,6月4日,57923772519,481,小,欧
2206,欧州株2206,56,5月10日,85975647088,2477,中,欧
2207,欧州株2207,64,6月26日,26046503703,202,小,欧
2208,欧州株2208,188,7月19日,89527507782,854,小,欧
2209,欧州株2209,23,6月13日,95846670161,2936,中,欧
2210,欧州株2210,187,12月21日,98247609212,159,小,欧
2211,欧州株2211,139,5月7日,15142028617,4074,大,欧
2212,欧州株2212,131,8月18日,11966839370,1600,中,欧
2213,欧州株2213,196,10月25日,35072002138,3003,大,欧
2214,欧州株2214,118,11月6日,98484433751,3821,大,欧
2215,欧州株2215,185,2月10日,21599598008,2159,中,欧
2216,欧州株2216,223,1月9日,41681982672,443,小,欧
2217,欧州株2217,204,4月25日,70604623957,1849,中,欧
2218,欧州株2218,61,10月2日,37709765727,4433,大,欧
2219,欧州株2219,159,3月5日,38280833559,4115,大,欧
2220,欧州株2220,296,4月22日,61421826943,4268,大,欧
2221,欧州株2221,284,5月7日,69349331606,308,小,欧
2222,欧州株2222,255,5月4日,75632663369,4572,大,欧
2223,欧州株2223,128,4月21日,78069431546,729,小,欧
2224,欧州株2224,242,6月5日,94989681566,760,小,欧
2225,欧州株2225,99,6月5日,47306333484,727,小,欧
2226,欧州株2226,293,8月12日,24030206803,2004,中,欧
2227,欧州株2227,86,8月24日,795391669,508,小,欧
2228,欧州株2228,201,6月11日,10629459435,1160,中,欧
2229,欧州株2229,35,11月5日,23796857125,3191,大,欧
2230,欧州株2230,145,2月10日,28131926385,2077,中,欧
2231,欧州株2231,157,8月23日,40031855525,4549,大,欧
2232,欧州株2232,101,3月13日,40638752482,2868,中,欧
2233,欧州株2233,244,12月14日,63743916740,709,小,欧
2234,欧州株2234,298,8月26日,73928644397,3172,大,欧
2235,欧州株2235,262,5月13日,40361582795,4802,大,欧
2236,欧州株2236,26,4月29日,80427350469,844,小,欧
2237,欧州株2237,249,6月14日,95632091300,873,小,欧
2238,欧州株2238,188,1月3日,49592594156,842,小,欧
2239,欧州株2239,299,8月29日,28645350210,4870,大,欧
2240,欧州株2240,92,10月5日,56377931743,623,小,欧
2241,欧州株2241,72,6月19日,12951549233,1713,中,欧
2242,欧州株2242,42,8月5日,79307738948,2192,中,欧
2243,欧州株2243,159,9月9日,7953748719,2814,中,欧
2244,欧州株2244,164,11月21日,22182560594,1348,中,欧
2245,欧州株2245,134,12月30日,73685195967,1867,中,欧
2246,欧州株2246,114,10月1日,52988754411,4661,大,欧
2247,欧州株2247,159,6月13日,6985086392,2174,中,欧
2248,欧州株2248,236,9月19日,22512287864,3803,大,欧
2249,欧州株2249,258,3月20日,60249172803,2592,中,欧
2250,欧州株2250,190,4月1日,28652704170,3462,大,欧
2251,欧州株2251,284,11月22日,29414416490,4795,大,欧
2252,欧州株2252,247,6月16日,61727621331,4325,大,欧
2253,欧州株2253,40,2月11日,38492806196,1015,中,欧
2254,欧州株2254,40,7月10日,92727542441,3463,大,欧
2255,欧州株2255,274,5月23日,31612926910,1195,中,欧
2256,欧州株2256,282,6月28日,87801400178,1814,中,欧
2257,欧州株2257,112,9月17日,64401214046,361,小,欧
2258,欧州株2258,151,5月8日,55764242785,981,小,欧
2259,欧州株2259,56,7月20日,32810576745,1802,中,欧
2260,欧州株2260,100,12月21日,12679693650,1175,中,欧
2261,欧州株2261,41,7月7日,2334111688,3256,大,欧
2262,欧州株2262,206,1月14日,95266206277,1593,中,欧
2263,欧州株2263,158,7月31日,10767580113,1912,中,欧
2264,欧州株2264,225,12月13日,18444279407,367,小,欧
2265,欧州株2265,108,10月15日,19049176201,2210,中,欧
2266,欧州株2266,136,11月30日,4950743398,3853,大,欧
2267,欧州株2267,279,2月13日,5576770582,1352,中,欧
2268,欧州株2268,225,7月1日,88960310906,4146,大,欧
2269,欧州株2269,158,2月25日,45122955049,2335,中,欧
2270,欧州株2270,279,10月26日,47523894099,3653,大,欧
2271,欧州株2271,188,1月5日,13085797655,3821,大,欧
2272,欧州株2272,228,2月22日,45685632521,4754,大,欧
2273,欧州株2273,267,1月29日,42474612658,439,小,欧
2274,欧州株2274,235,5月7日,59609837433,3778,大,欧
2275,欧州株2275,82,2月21日,61759972604,4432,大,欧
2276,欧州株2276,196,3月6日,68114964109,913,小,欧
2277,欧州株2277,101,7月19日,31283507548,4430,大,欧
2278,欧州株2278,60,2月1日,99111800924,1211,中,欧
2279,欧州株2279,12,6月27日,84762565732,994,小,欧
2280,欧州株2280,155,7月18日,7913559115,352,小,欧
2281,欧州株2281,37,4月27日,71075186849,1783,中,欧
2282,欧州株2282,99,12月14日,80426621527,1449,中,欧
2283,欧州株2283,140,8月12日,27345716433,3935,大,欧
2284,欧州株2284,129,1月14日,2115659082,506,小,欧
2285,欧州株2285,196,6月23日,25507454855,3753,大,欧
2286,欧州株2286,79,11月25日,24553659476,2075,中,欧
2287,欧州株2287,176,3月28日,92656279428,2895,中,欧
2288,欧州株2288,179,12月10日,41617624064,3887,大,欧
2289,欧州株2289,137,1月24日,47936786443,2562,中,欧
2290,欧州株2290,49,11月16日,36906455065,3885,大,欧
2291,欧州株2291,156,11月27日,81226676868,2962,中,欧
2292,欧州株2292,271,4月14日,17854838343,4946,大,欧
2293,欧州株2293,251,5月5日,96897592907,631,小,欧
2294,欧州株2294,296,5月17日,50574548542,3419,大,欧
2295,欧州株2295,47,4月22日,69420655319,452,小,欧
2296,欧州株2296,236,6月8日,9496420012,734,小,欧
2297,欧州株2297,70,11月1日,35162102567,4910,大,欧
2298,欧州株2298,293,5月14日,5293449553,3868,大,欧
2299,欧州株2299,20,9月13日,4375481810,829,小,欧
2300,欧州株2300,124,8月4日,23154204779,3010,大,欧
2301,欧州株2301,105,12月18日,46232767471,1798,中,欧
2302,欧州株2302,78,2月2日,12629878233,2677,中,欧
2303,欧州株2303,238,11月25日,39228544862,164,小,欧
2304,欧州株2304,168,3月10日,56067961418,3077,大,欧
2305,欧州株2305,284,11月11日,22469978769,207,小,欧
2306,欧州株2306,258,5月14日,99183855068,3495,大,欧
2307,欧州株2307,12,6月28日,6131258001,3536,大,欧
2308,欧州株2308,209,4月30日,71778574242,1021,中,欧
2309,欧州株2309,250,3月8日,65043129471,847,小,欧
2310,欧州株2310,104,5月31日,65865001182,188,小,欧
2311,欧州株2311,83,5月22日,16787749318,555,小,欧
2312,欧州株2312,53,9月21日,59958021884,4781,大,欧
2313,欧州株2313,286,8月12日,12148238570,3288,大,欧
2314,欧州株2314,119,1月16日,79243378850,799,小,欧
2315,欧州株2315,85,6月10日,94734754176,1793,中,欧
2316,欧州株2316,179,10月15日,19086196322,1800,中,欧
2317,欧州株2317,110,12月27日,89114403413,714,小,欧
2318,欧州株2318,89,10月2日,2255971978,4159,大,欧
2319,欧州株2319,206,3月9日,34533349183,2952,中,欧
2320,欧州株2320,245,10月27日,24192367593,2650,中,欧
2321,欧州株2321,252,2月16日,51600396576,2670,中,欧
2322,欧州株2322,191,12月24日,17312489797,4799,大,欧
2323,欧州株2323,207,3月18日,45686825006,470,小,欧
2324,欧州株2324,31,6月8日,52163074048,4620,大,欧
2325,欧州株2325,286,2月23日,39779844218,3894,大,欧
2326,欧州株2326,227,5月31日,91637600264,428,小,欧
2327,欧州株2327,60,7月26日,59065201184,4753,大,欧
2328,欧州株2328,188,3月28日,74592404146,1248,中,欧
2329,欧州株2329,120,8月11日,54425691926,913,小,欧
2330,欧州株2330,78,4月26日,94737352420,4666,大,欧
2331,欧州株2331,106,7月21日,91240007259,846,小,欧
2332,欧州株2332,67,7月8日,14391000642,1952,中,欧
2333,欧州株2333,57,8月23日,13186402874,830,小,欧
2334,欧州株2334,193,4月11日,44526632352,4637,大,欧
2335,欧州株2335,132,4月24日,54746881429,341,小,欧
2336,欧州株2336,147,9月4日,83157045763,4959,大,欧
2337,欧州株2337,264,5月5日,89597465680,1961,中,欧
2338,欧州株2338,265,7月18日,79471460334,796,小,欧
2339,欧州株2339,72,10月14日,84599665166,2396,中,欧
2340,欧州株2340,169,6月22日,94855744858,1656,中,欧
2341,欧州株2341,98,8月12日,12036795778,784,小,欧
2342,欧州株2342,236,7月8日,1293097405,2767,中,欧
2343,欧州株2343,57,9月18日,34474797661,2797,中,欧
2344,欧州株2344,215,3月9日,81944847678,2813,中,欧
2345,欧州株2345,176,8月13日,51825393764,3804,大,欧
2346,欧州株2346,166,1月6日,50584965380,2921,中,欧
2347,欧州株2347,18,3月15日,24348456176,3639,大,欧
2348,欧州株2348,132,9月16日,36897587987,4407,大,欧
2349,欧州株2349,256,6月23日,25385699216,3958,大,欧
2350,欧州株2350,293,2月20日,95220414687,962,小,欧
2351,欧州株2351,282,5月5日,68465494125,2434,中,欧
2352,欧州株2352,20,2月20日,64457316625,1397,中,欧
2353,欧州株2353,265,4月9日,76970619311,3418,大,欧
2354,欧州株2354,39,10月5日,45047408647,4736,大,欧
2355,欧州株2355,41,4月25日,81104919738,2223,中,欧
2356,欧州株2356,289,8月9日,14332447631,4433,大,欧
2357,欧州株2357,163,7月17日,64059723621,2267,中,欧
2358,欧州株2358,272,5月31日,33617807577,603,小,欧
2359,欧州株2359,134,10月24日,83631408865,1923,中,欧
2360,欧州株2360,114,12月31日,35857454677,2640,中,欧
2361,欧州株2361,155,7月4日,16719410321,1090,中,欧
2362,欧州株2362,204,10月30日,7464746033,3072,大,欧
2363,欧州株2363,98,8月31日,75042237021,2714,中,欧
2364,欧州株2364,223,3月25日,1557765246,1890,中,欧
2365,欧州株2365,116,1月11日,44279138959,396,小,欧
2366,欧州株2366,213,2月3日,56756614009,2335,中,欧
2367,欧州株2367,271,2月11日,27162284590,4967,大,欧
2368,欧州株2368,192,2月11日,60962572688,4974,大,欧
2369,欧州株2369,231,5月27日,79051368547,4532,大,欧
2370,欧州株2370,286,5月4日,92182938601,2382,中,欧
2371,欧州株2371,295,6月17日,8423264492,720,小,欧
2372,欧州株2372,140,6月18日,88282379908,2152,中,欧
2373,欧州株2373,121,1月9日,38179544474,892,小,欧
2374,欧州株2374,162,11月17日,72516920679,1205,中,欧
2375,欧州株2375,75,11月7日,9786835831,3643,大,欧
2376,欧州株2376,111,9月17日,32927827724,4108,大,欧
2377,欧州株2377,256,10月14日,3879855043,2116,中,欧
2378,欧州株2378,123,1月20日,55737612578,3147,大,欧
2379,欧州株2379,247,2月10日,12313321978,2452,中,欧
2380,欧州株2380,149,2月19日,64529369280,3968,大,欧
2381,欧州株2381,271,2月28日,18812334266,4086,大,欧
2382,欧州株2382,237,12月16日,58837363245,3646,大,欧
2383,欧州株2383,292,6月15日,72004760935,4020,大,欧
2384,欧州株2384,12,7月8日,41505534123,3309,大,欧
2385,欧州株2385,243,4月14日,68104202242,1165,中,欧
2386,欧州株2386,273,11月4日,73483210953,1286,中,欧
2387,欧州株2387,103,3月18日,61510954471,208,小,欧
2388,欧州株2388,43,8月26日,89634485801,328,小,欧
2389,欧州株2389,52,7月5日,85223017176,3107,大,欧
2390,欧州株2390,68,8月10日,11509224654,1117,中,欧
2391,欧州株2391,140,11月7日,91077106693,2263,中,欧
2392,欧州株2392,188,7月15日,92160973437,1453,中,欧
2393,欧州株2393,90,12月8日,44351193103,1105,中,欧
2394,欧州株2394,212,12月10日,98588327474,3087,大,欧
2395,欧州株2395,49,10月13日,40952237698,3103,大,欧
2396,欧州株2396,233,4月2日,14269243513,4247,大,欧
2397,欧州株2397,271,11月6日,21327356457,2308,中,欧
2398,欧州株2398,185,1月30日,57062406907,2802,中,欧
2399,欧州株2399,221,3月5日,53305033287,289,小,欧
2400,欧州株2400,205,1月12日,66140796613,4273,大,欧
2401,欧州株2401,59,7月17日,22690927795,4378,大,欧
2402,欧州株2402,285,11月3日,65009010384,4582,大,欧
2403,欧州株2403,300,6月30日,91321046988,1641,中,欧
2404,欧州株2404,88,3月16日,48434490689,604,小,欧
2405,欧州株2405,284,2月17日,51775581917,4403,大,欧
2406,欧州株2406,58,7月5日,55148168534,271,小,欧
2407,欧州株2407,88,1月17日,28393247972,976,小,欧
2408,欧州株2408,243,5月10日,98299621694,3625,大,欧
2409,欧州株2409,116,5月19日,73873850503,2132,中,欧
2410,欧州株2410,10,7月6日,6743090119,309,小,欧
2411,欧州株2411,136,8月26日,67608579949,1144,中,欧
2412,欧州株2412,97,6月22日,10662417283,3126,大,欧
2413,欧州株2413,81,8月9日,23462351484,297,小,欧
2414,欧州株2414,233,9月1日,82259707150,2265,中,欧
2415,欧州株2415,51,5月31日,22330565255,3698,大,欧
2416,欧州株2416,177,1月26日,11085262103,1921,中,欧
2417,欧州株2417,174,1月1日,28256313023,4568,大,欧
2418,欧州株2418,166,12月6日,40733788073,1088,中,欧
2419,欧州株2419,225,11月11日,37263044477,4338,大,欧
2420,欧州株2420,184,11月5日,34087855230,3565,大,欧
2421,欧州株2421,288,3月31日,31356063689,2624,中,欧
2422,欧州株2422,212,3月6日,53373212196,1587,中,欧
2423,欧州株2423,249,5月2日,86554912453,1947,中,欧
2424,欧州株2424,104,1月2日,49759286508,259,小,欧
2425,欧州株2425,193,4月9日,62957605245,4761,大,欧
2426,欧州株2426,49,5月27日,56472964353,577,小,欧
2427,欧州株2427,38,9月23日,71253740941,1267,中,欧
2428,欧州株2428,290,3月27日,4481270323,384,小,欧
2429,欧州株2429,118,5月26日,93190136556,1034,中,欧
2430,欧州株2430,271,7月11日,33879260540,1254,中,欧
2431,欧州株2431,183,9月23日,73780228578,545,小,欧
2432,欧州株2432,36,10月2日,17120695937,3339,大,欧
2433,欧州株2433,132,8月31日,16202729684,348,小,欧
2434,欧州株2434,230,7月30日,20314269845,1739,中,欧
2435,欧州株2435,73,12月23日,33195036020,3225,大,欧
2436,欧州株2436,191,2月17日,28819395031,2726,中,欧
2437,欧州株2437,206,1月23日,29581108842,372,小,欧
2438,欧州株2438,134,2月3日,67823551041,4989,大,欧
2439,欧州株2439,281,10月28日,58795054151,694,小,欧
2440,欧州株2440,270,10月2日,96090796938,4472,大,欧
2441,欧州株2441,15,5月8日,60027979782,497,小,欧
2442,欧州株2442,287,6月12日,95476397228,1603,中,欧
2443,欧州株2443,277,7月27日,91719022118,1484,中,欧
2444,欧州株2444,216,4月14日,76138147501,660,小,欧
2445,欧州株2445,42,10月10日,28614997192,1137,中,欧
2446,欧州株2446,166,9月9日,71713610017,1742,中,欧
2447,欧州株2447,107,11月18日,24929411762,1856,中,欧
2448,欧州株2448,81,9月22日,91070626724,3454,大,欧
2449,欧州株2449,197,9月8日,31141484829,3307,大,欧
2450,欧州株2450,213,3月6日,57704323822,2008,中,欧
2451,欧州株2451,223,2月11日,879993036,2630,中,欧
2452,欧州株2452,158,11月14日,40945757729,4759,大,欧
2453,欧州株2453,197,7月20日,29147238933,3584,大,欧
2454,欧州株2454,22,9月6日,48699552933,4449,大,欧
2455,欧州株2455,255,3月30日,75298221052,3241,大,欧
2456,欧州株2456,225,5月14日,44060040695,1764,中,欧
2457,欧州株2457,21,5月1日,58253023444,4723,大,欧
2458,欧州株2458,275,7月29日,61625610061,592,小,欧
2459,欧州株2459,107,2月11日,51535432351,745,小,欧
2460,欧州株2460,48,9月5日,30624017530,3946,大,欧
2461,欧州株2461,94,7月19日,70892449058,2453,中,欧
2462,欧州株2462,29,6月26日,13220531646,2422,中,欧
2463,欧州株2463,155,12月22日,99922977275,1011,中,欧
2464,欧州株2464,190,6月12日,80727644495,1630,中,欧
2465,欧州株2465,100,9月2日,29939793011,1428,中,欧
2466,欧州株2466,145,11月26日,11226285751,3865,大,欧
2467,欧州株2467,118,9月26日,30814427386,3565,大,欧
2468,欧州株2468,196,2月18日,8390490682,2242,中,欧
2469,欧州株2469,166,9月12日,23881863029,4352,大,欧
2470,欧州株2470,261,3月21日,64162602476,1409,中,欧
2471,欧州株2471,298,12月5日,43740486004,4035,大,欧
2472,欧州株2472,203,11月29日,40565295267,4186,大,欧
2473,欧州株2473,16,6月23日,51058423664,2321,中,欧
2474,欧州株2474,36,11月16日,10549775013,829,小,欧
2475,欧州株2475,268,3月6日,80420319609,3435,大,欧
2476,欧州株2476,59,3月15日,69461644993,614,小,欧
2477,欧州株2477,249,6月20日,47937430968,4956,大,欧
2478,欧州株2478,295,5月5日,50338370019,259,小,欧
2479,欧州株2479,49,4月20日,78426072224,2243,中,欧
2480,欧州株2480,30,6月7日,7107912610,80,小,欧
2481,欧州株2481,176,5月4日,77883330765,744,小,欧
2482,欧州株2482,253,5月15日,91045821866,2728,中,欧
2483,欧州株2483,165,11月22日,93769220068,4738,大,欧
2484,欧州株2484,122,8月7日,10986103093,3036,大,欧
2485,欧州株2485,114,8月10日,10068135350,869,小,欧
2486,欧州株2486,212,10月10日,32850838967,2714,中,欧
2487,欧州株2487,95,10月22日,90361597347,3420,大,欧
2488,欧州株2488,173,1月25日,13512589240,2436,中,欧
2489,欧州株2489,162,12月31日,49283467327,67,小,欧
2490,欧州株2490,198,4月16日,55853433585,1755,中,欧
2491,欧州株2491,47,9月3日,30160192353,4326,大,欧
2492,欧州株2492,145,2月5日,30767090801,3879,大,欧
2493,欧州株2493,289,3月25日,40154354605,4030,大,欧
2494,欧州株2494,279,2月28日,66841535431,4696,大,欧
2495,欧州株2495,194,3月11日,73160697809,4480,大,欧
2496,欧州株2496,105,3月22日,73626871527,521,小,欧
2497,欧州株2497,219,5月7日,90797925427,4656,大,欧
2498,欧州株2498,56,5月28日,43078748219,325,小,欧
2499,欧州株2499,24,8月5日,12672661301,1717,中,欧
2500,欧州株2500,63,8月9日,98349255234,219,小,欧
2501,欧州株2501,179,5月26日,2506624521,1435,中,欧
2502,欧州株2502,23,10月19日,29356093540,1703,中,欧
2503,欧州株2503,139,2月1日,98072085547,757,小,欧
2504,欧州株2504,150,6月30日,12310895932,3327,大,欧
2505,欧州株2505,87,11月24日,10588913135,2992,中,欧
2506,欧州株2506,231,8月26日,19940347813,473,小,欧
2507,欧州株2507,220,3月19日,46663357764,2952,中,欧
2508,欧州株2508,142,1月30日,28753234904,4595,大,欧
2509,欧州株2509,208,4月8日,78242014934,748,小,欧
2510,欧州株2510,160,5月15日,91404506035,4884,大,欧
2511,欧州株2511,164,12月17日,45400838017,441,小,欧
2512,欧州株2512,31,8月14日,24202791681,4467,大,欧
2513,欧州株2513,76,8月26日,53905964693,347,小,欧
2514,欧州株2514,50,6月11日,7085937313,1664,中,欧
2515,欧州株2515,30,7月19日,84902802998,1820,中,欧
2516,欧州株2516,145,8月23日,440005960,2440,中,欧
2517,欧州株2517,157,11月14日,14632985730,1125,中,欧
2518,欧州株2518,100,12月10日,68106214072,1744,中,欧
2519,欧州株2519,101,9月4日,24555491220,4541,大,欧
2520,欧州株2520,146,3月28日,2255896349,1952,中,欧
2521,欧州株2521,224,8月20日,17747270185,3594,大,欧
2522,欧州株2522,242,1月24日,58028008142,2384,中,欧
2523,欧州株2523,173,3月12日,26754000150,3887,大,欧
2524,欧州株2524,261,11月7日,25258489476,4507,大,欧
2525,欧州株2525,264,6月1日,57249233676,3921,大,欧
2526,欧州株2526,18,1月27日,33691959391,627,小,欧
2527,欧州株2527,289,7月2日,86897761136,3756,大,欧
2528,欧州株2528,268,5月14日,67053506577,935,小,欧
2529,欧州株2529,268,6月10日,80251828294,1538,中,欧
2530,欧州株2530,98,9月1日,56815811546,126,小,欧
2531,欧州株2531,143,4月10日,47928037896,747,小,欧
2532,欧州株2532,49,6月30日,13585352647,1226,中,欧
2533,欧州株2533,88,8月4日,6849909366,1065,中,欧
2534,欧州株2534,29,6月8日,97809894908,3049,大,欧
